name	price	products
12in robust	0.0	"1 - Band - RBZ - 12"" #04 Robust"
KewlFit Performance Enhancement Cooling Vest - Mens M/L	199.99	1 - KewlFit Vest
Rubberbanditz Jumping/Sprinting Band - Light - 5 - 15 lbs. (2 - 7 kg)	6.95	1 - Band - RBZ - #01 Light
Balance Pad	39.95	1 - Balance Pad
Functional Fitness Pull up / CrossFit 41i Loop Resistance Exercise Band Set - #2, #3	18.95	1 - Band - FF - #02 Red, 1 - Band - FF - #03 Black
Rubberbanditz 41 inch Continuous Loop Pull Up Assistance / Crossfit Band[40-80 Lbs (18-36 kg) - Robust (Purple)]	25.5	1 - Band - RBZ - #04 Robust
Functional Fitness Resistance Band Set - #2, #4 - 20 - 115 lbs. Resistance	23.95	1 - Band - FF - #02 Red, 1 - Band - FF - #04 Purple
Functional Fitness Band - #4	13.56	1 - Band - FF - #04 Purple
Functional Fitness Band - #5	20.96	1 - Band - FF - #05 Green
Functional Fitness Band - #8 - 80 - 200 lbs. (36 - 91 kg) Resistance	43.95	1 - Band - FF - #08 Gray
Hammerhead H2 Wall Anchor Plus Configuration - Stud Wall	159.95	4 - H2 Wall Anchor
Fitness Band #1 - 5-15 lbs. of Resistance	6.95	1 - Band - FF - #01 Orange
12 inch Medium Resistance Band	0.0	"1 - Band - RBZ - 12"" #02 Medium"
12 inch Power Resistance Band	0.0	"1 - Band - RBZ - 12"" #05 Power"
Functional Fitness Pull up Assistance / CrossFit 41in Loop Resistance Exercise Band Set - #2, #3, #4, #5, #6 - 20 - 335 lbs (9 - 152 kg) Resistance / Assistance	88.95	1 - Band - FF - #02 Red, 1 - Band - FF - #03 Black, 1 - Band - FF - #04 Purple, 1 - Band - FF - #05 Green, 1 - Band - FF - #06 Blue
Rubberbanditz Resistance Exercise Band - Heavy - 30 - 50 lbs. (14 - 23 kg) Resistance	27.75	1 - Band - RBZ - #03 Heavy
Functional Fitness Band - #2	6.71	1 - Band - FF - #02 Red
Functional Fitness Pull up / CrossFit 41i Loop Resistance Exercise Band Set - #3, #4, #5	49.95	1 - Band - FF - #03 Black, 1 - Band - FF - #04 Purple, 1 - Band - FF - #05 Green
Exercise DVD 	0.0	1 - Accessory - DVD, 1 - Accessory - DVD Sleeve
Full Round Foam Roller 36 inch x 6 inch	29.95	"1 - Foam Roller - EVA - 36""x6"""
Functional Fitness Pull up / CrossFit Band Set - #3, #4, #5 30 - 250 lbs	49.95	1 - Band - FF - #03 Black, 1 - Band - FF - #04 Purple, 1 - Band - FF - #05 Green
Fitness Band Pair - #1 - 5 - 15 lbs. of Resistance	10.95	1 - Band - FF - #01 Orange
Fitness Band Pair - #2 - 20 - 35 lbs. (9 - 16 kg) of Resistance	15.95	2 - Band - FF - #02 Red
Full Round Foam Roller 18 inch x 6 inch	15.95	"1 - Foam Roller - EVA - 18""x6"""
Full Round Massaging Foam Roller 18 inch x 6 inch	15.95	"1 - Foam Roller - EVA - 18""x6"""
Small Travel Bag	0.0	1 - Accessory - Travel Bag - Small
Hand Grip and Carabiner (single)	0.0	1 - Accessory - Hand Grip, 1 - Accessory - Carabiner, Metal Small
Triple Speed Rope	7.77	1 - Jump Rope
Rubberbanditz Resistance Exercise Band - Light - 5 - 15 lbs. (2 - 7 kg) Resistance	13.95	1 - Band - RBZ - #01 Light
Ankle Grip and Carabiner (single)	2.0	1 - Accessory - Ankle Grip, 1 - Accessory - Carabiner, Metal Small
Functional Fitness Resistance Band Set - #3, #6 - 30 - 200 lbs. Resistance	35.95	1 - Band - FF - #03 Black, 1 - Band - FF - #06 Blue
Rubberbanditz 12 inch Powerlifting Band Pairs - Strong - 60 - 150 lbs. (27 - 68 kg) Resistance	30.99	"2 - Band - RBZ - 12"" #06 Strong"
Rubberbanditz 12 inch Powerlifting Band Pairs - Light - 5 - 15 lbs. (2 - 7 kg) Resistance	4.99	"2 - Band - RBZ - 12"" #01 Light"
Pull up Band Pair - #8 - 80 - 200 lbs. (36 - 91 kg) Resistance	81.95	2 - Band - FF - #08 Gray
Rubberbanditz 12 inch Powerlifting Band Pairs - Power - 50 - 120 lbs. (23 - 54 kg) Resistance	21.99	"2 - Band - RBZ - 12"" #05 Power"
Rubberbanditz 12 inch Therapy / Rehabilitation (Rehab) Band - Heavy - 30 - 50 lbs. (14 - 23 kg) Resistance	6.5	"1 - Band - RBZ - 12"" #03 Heavy"
Functional Fitness Resistance Band Set - #2, #3, #4, #5, #6 - 20 - 435 lbs. Resistance	88.95	1 - Band - FF - #02 Red, 1 - Band - FF - #03 Black, 1 - Band - FF - #04 Purple, 1 - Band - FF - #05 Green, 1 - Band - FF - #06 Blue
Agility Ladder	22.5	1 - Agility Ladder - 15'
Rubberbanditz American Parkour Resistance Band Training Kit - Pro	69.95	1 - Accessory - Travel Bag - Large, 1 - Accessory - Manual, 2 - Accessory - Carabiner, Metal Big, 2 - Accessory - Ankle Grip, 1 - Accessory - Parkour DVD, 1 - Accessory - DVD, 1 - Accessory - DVD Sleeve, 1 - Band - RBZ - #04 Robust, 1 - Band - RBZ - #03 Heavy, 1 - Band - RBZ - #02 Medium
Rubberbanditz 12 inch Therapy / Rehabilitation (Rehab) Band - Robust - 40 - 80 lbs. (18 - 36 kg) Resistance	8.95	"1 - Band - RBZ - 12"" #04 Robust"
Rubberbanditz Balance Pad	39.95	1 - Balance Pad
Rubberbanditz 12 inch Powerlifting Band Pairs - Medium - 20 - 35 lbs. (9 - 16 kg) Resistance	9.99	"2 - Band - RBZ - 12"" #02 Medium"
Rubberbanditz Adjustable Hand Strap for Resistance Exercise Band Training	3.5	1 - Accessory - Hand Strap
Hammerhead H2 Wall Anchor Plus Configuration for Stud Walls	159.95	4 - H2 Wall Anchor
Hammerhead H2 Wall Anchor Core Configuration - Concrete/Block Wall	119.95	3 - H2 Wall Anchor
Rubberbanditz Resistance Exercise Band - Medium - 20 - 35 lbs. (9 - 16 kg) Resistance	21.5	1 - Band - RBZ - #02 Medium
Foam Roller 18ix6i	15.95	"1 - Foam Roller - EVA - 18""x6"""
10 lb Slam Ball	20.99	1 - Slam Ball - 10 lb
Fitness Band #1	6.95	1 - Band - FF - #01 Orange
Fitness band #2	8.95	1 - Band - FF - #02 Red
Fitness Band #3	11.95	1 - Band - FF - #03 Black
Fitness band #5	23.95	1 - Band - FF - #05 Green
Foam Roller 36ix6i	29.95	"1 - Foam Roller - EVA - 36""x6"""
Rubberbanditz 12 inch Continuous Loop Crossfit, Therapy, Rehabilitation, Powerlifting Resistance Exercise Band - Light - 5 - 15 lbs. (2 - 7 kg) Resist	2.95	"1 - Band - RBZ - 12"" #01 Light"
Rubberbanditz 15 Foot Agility Speed Reaction Ladder Yellow and Gray	22.5	1 - Agility Ladder - 15'
Rubberbanditz Mobile Physical Therapy / Rehabilitation(Rehab) Exercise Band Package Kit	48.95	2 - Band - RBZ - #01 Light, 2 - Accessory - Hand Grip, 2 - Accessory - Carabiner, Metal Small, 1 - Accessory - Door Strap, 1 - Accessory - Travel Bag - Large, 1 - Accessory - Manual, 1 - Accessory - DVD, 1 - Accessory - DVD Sleeve
Rubberbanditz 12 inch Continuous Loop Crossfit, Therapy, Rehabilitation, Powerlifting Resistance Exercise Band - Heavy - 30 - 50 lbs. (14 - 23 kg) Res	12.95	"1 - Band - RBZ - 12"" #03 Heavy"
Functional Fitness Band - #7 - 70 - 170 lbs. (32 - 77 kg) Resistance	33.95	1 - Band - FF - #07 Orange
Rubberbanditz Resistance Exercise Band - Agility - 175 - 225 lbs. (79 - 102 kg) Resistance	53.5	1 - Band - RBZ - #09 Agility
Hammerhead H2 Wall Anchor Core Configuration for Stud Walls	119.95	3 - H2 Wall Anchor
Padded Ankle Grips	3.57	1 - Accessory - Ankle Grip
Rubberbanditz 12 inch Powerlifting Band Pairs - Heavy - 30 - 50 lbs. (14 - 23 kg) Resistance	11.99	"2 - Band - RBZ - 12"" #03 Heavy"
Rubberbanditz 12 inch Powerlifting Band Pairs - Robust - 40 - 80 lbs. (18 - 36 kg) Resistance	14.99	"2 - Band - RBZ - 12"" #04 Robust"
CrossFit Training Leather Medicine Wall Ball by Rubberbanditz - 20 lbs	99.95	1 - Wall Ball - 20 lb
Rubberbanditz Resistance Exercise Band - Monster - 80 - 200 lbs. (36 - 91 kg) Resistance	56.95	1 - Band - RBZ - #08 Monster
Yoga Mat	19.95	1 - Foam Yoga Mat
30 lb Wall Ball	77.1	1 - Wall Ball - 30 lb
Functional Fitness Pull Up/Crossfit Band Pair - #5 Green - 50 - 120 lbs.	43.95	2 - Band - FF - #05 Green
Functional Fitness Pull up / CrossFit 41i Loop Resistance Exercise Band Set - #4, #5	38.95	1 - Band - FF - #04 Purple, 1 - Band - FF - #05 Green
Rubberbanditz Powerlifting Band Set - Robust, Power, Strong Bands-40-350lbs	98.99	1 - Band - RBZ - #04 Robust, 1 - Band - RBZ - #05 Power, 1 - Band - RBZ - #06 Strong
Rubberbanditz 12 inch Continuous Loop Crossfit, Therapy, Rehabilitation, Powerlifting Resistance Exercise Band - Robust - 40 - 80 lbs. (18 - 36 kg) Re	15.95	"1 - Band - RBZ - 12"" #04 Robust"
H2 Wall Anchor Core Configuration (Hardware Type: Concrete/Block Wall)	119.95	3 - H2 Wall Anchor
The Red Parkour Training Kit	49.95	1 - Band - RBZ - #02 Medium, 1 - Band - RBZ - #04 Robust, 1 - Accessory - Parkour DVD, 1 - Accessory - DVD, 1 - Accessory - DVD Sleeve, 2 - Accessory - Ankle Grip, 2 - Accessory - Carabiner, Metal Big, 1 - Accessory - Travel Bag - Large
Door Anchor Strap	3.29	1 - Accessory - Door Strap
Rubberbanditz 12 inch Continuous Loop Crossfit, Therapy, Rehabilitation, Powerlifting Resistance Exercise Band - Strong - 60 - 150 lbs. (27 - 68 kg) R	25.5	"1 - Band - RBZ - 12"" #06 Strong"
Rubberbanditz 41 inch Continuous Loop Pull Up Assistance / Crossfit Band[30-50 Lbs (14-23 kg) - Heavy (Black)]	19.5	1 - Band - RBZ - #03 Heavy
10 lb. Slam Ball	0.0	1 - Slam Ball - 10 lb
15  lb. Slam Ball	0.0	1 - Slam Ball - 15 lb
20  lb. Slam Ball	0.0	1 - Slam Ball - 20 lb
25  lb. Slam Ball	0.0	1 - Slam Ball - 25 lb
30  lb. Slam Ball	0.0	1 - Slam Ball - 30 lb
35  lb. Slam Ball	0.0	1 - Slam Ball - 35 lb
16 lb Wall Ball	59.99	1 - Wall Ball - 16 lb
Soft Hand Grip (Single)	3.96	1 - Accessory - Hand Grip
Rubberbanditz 12 inch Therapy / Rehabilitation (Rehab) Band - Light - 5 - 15 lbs. (2 - 7 kg) Resistance	2.95	"1 - Band - RBZ - 12"" #01 Light"
Rubberbanditz 12 inch Powerlifting Band - Light - 5 - 15 lbs. (2 - 7 kg) Resistance	2.95	"1 - Band - RBZ - 12"" #01 Light"
KewlFit Performance Enhancement Cooling Vest - Mens 3XL/4XL	199.99	1 - KewlFit Vest
Rubberbanditz Push up Grip	14.95	1 - Push up grips
H2 Wall Anchor Plus Configuration (Hardware Type: Concrete/Block Wall)	159.95	4 - H2 Wall Anchor
Tutorial DVD	0.0	1 - Accessory - DVD
Rubberbanditz Sticker	0.0	1 - Accessory - Sticker
KewlFit Weight Management Cooling Vest - Womens M/L	249.99	1 - KewlFit Vest
Bulk of Rubberbanditz bands	0.0	2 - Band - RBZ - #02 Medium, 3 - Band - RBZ - #03 Heavy, 2 - Band - RBZ - #04 Robust, 13 - Band - RBZ - #05 Power
Heavy, Power	44.09	1 - Band - RBZ - #03 Heavy, 1 - Band - RBZ - #05 Power
Heavy,Robust	34.19	1 - Band - RBZ - #03 Heavy, 1 - Band - RBZ - #04 Robust
robust	25.5	1 - Band - RBZ - #04 Robust
Jump Rope	7.77	1 - Jump Rope
Rubberbanditz 12 inch Therapy / Rehabilitation (Rehab) Band - Power - 50 - 120 lbs. (23 - 54 kg) Resistance	12.95	"1 - Band - RBZ - 12"" #05 Power"
Light, Medium, Heavy Resistance Band Combo	0.0	1 - Band - RBZ - #01 Light, 1 - Band - RBZ - #02 Medium, 1 - Band - RBZ - #03 Heavy
20lb Slam Ball	32.99	1 - Slam Ball - 20 lb
30lb Slam Ball	38.99	1 - Slam Ball - 30 lb
10lb Wall Ball	47.85	1 - Wall Ball - 10 lb
14lb Wall Ball	57.3	1 - Wall Ball - 14 lb
20lb Wall Ball	65.99	1 - Wall Ball - 20 lb
Rubberbanditz Assisted Gymnastic Ring and 41 inch Continuous Loop Pull up / Crossfit Bands Kit - Heavy, Robust, Power - 30 - 250 lbs (14 - 113 kg) Res	129.95	1 - Gym Rings - Plastic, 1 - Band - RBZ - #03 Heavy, 1 - Band - RBZ - #04 Robust
Soft Hand Grip (single)	2.97	1 - Accessory - Hand Grip
Padded Ankle Grip (single)	3.57	1 - Accessory - Ankle Grip
Jetsetter Kit	23.97	1 - Band - RBZ - #01 Light, 1 - Band - RBZ - #02 Medium, 2 - Accessory - Hand Strap, 1 - Accessory - Door Strap, 1 - Accessory - Travel Bag - Small
Battle Rope 1.5x50	95.97	"1 - Battle Rope - 1.5""x50'"
Battle Rope 2x50	149.97	"1 - Battle Rope - 2""x50'"
KewlFit Mens Performance Enhancement Cooling Vest[XL/XXL]	199.99	1 - KewlFit Vest
Hammerhead H2 Wall Anchor - Concrete/Block Wall	44.95	1 - H2 Wall Anchor
Rubberbanditz 12 inch Powerlifting Band - Power - 50 - 120 lbs. (23 - 54 kg) Resistance	12.95	"1 - Band - RBZ - 12"" #05 Power"
light	4.17	1 - Band - RBZ - #01 Light
medium	13.95	1 - Band - RBZ - #02 Medium
heavy	19.5	1 - Band - RBZ - #03 Heavy
power	39.95	1 - Band - RBZ - #05 Power
gym rings	28.17	1 - Gym Rings - Plastic
strong	54.95	1 - Band - RBZ - #06 Strong
FF123	0.0	1 - Band - FF - #01 Orange, 1 - Band - FF - #02 Red, 1 - Band - FF - #03 Black
FF 3.4.5 bands	0.0	1 - Band - FF - #03 Black, 1 - Band - FF - #04 Purple, 1 - Band - FF - #05 Green
large carabiners	0.0	1 - Accessory - Carabiner, Metal Big
light pair 	11.99	2 - Band - RBZ - #01 Light
medium pair	24.99	2 - Band - RBZ - #02 Medium
heavy pair	34.99	2 - Band - RBZ - #03 Heavy
robust pair	43.99	2 - Band - RBZ - #04 Robust
Gym Kits	0.0	2 - Band - RBZ - #01 Light, 1 - Band - RBZ - #02 Medium, 1 - Band - RBZ - #03 Heavy, 1 - Accessory - Door Strap, 1 - Accessory - Manual, 1 - Accessory - Travel Bag - Large
RB Light Band	4.17	1 - Band - RBZ - #01 Light
RB Medium Band	8.37	1 - Band - RBZ - #02 Medium
RB Heavy Band	11.7	1 - Band - RBZ - #03 Heavy
RB Robust Band	15.3	1 - Band - RBZ - #04 Robust
Crossfit Essentials Kit - Gym Rings, Jump Rope, Pull up Bar	86.5	1 - Gym Rings - Plastic, 1 - Jump Rope, 1 - Pull up Bar - Small
Pull up Bar and Band Set - Pull up Bar, Heavy, Robust, Power Resistance Bands	109.95	1 - Pull up Bar - Small, 1 - Band - RBZ - #03 Heavy, 1 - Band - RBZ - #04 Robust, 1 - Band - RBZ - #05 Power
Rubberbanditz American Parkour Resistance Band Training Kit - Red	49.95	2 - Accessory - Ankle Grip, 2 - Accessory - Carabiner, Metal Big, 1 - Accessory - Travel Bag - Large, 1 - Accessory - DVD, 1 - Accessory - DVD Sleeve, 1 - Accessory - Parkour DVD, 1 - Band - RBZ - #02 Medium, 1 - Band - RBZ - #04 Robust
Deluxe Gym Kit	0.0	2 - Accessory - Hand Grip, 2 - Accessory - Carabiner, Metal Big, 1 - Accessory - Door Strap, 1 - Accessory - Travel Bag - Large, 1 - Accessory - Manual, 1 - Accessory - DVD, 1 - Accessory - DVD Sleeve, 1 - Band - RBZ - #01 Light, 1 - Band - RBZ - #02 Medium, 1 - Band - RBZ - #03 Heavy, 1 - Band - RBZ - #04 Robust
Sample Door Strap for Photo	0.0	1 - Accessory - Door Strap with PVC
Sample Door Strap from Jason	0.0	1 - Accessory - Door Strap with PVC
Hammerhead Band Rack (Hardware Type: Concrete/Block Wall)	24.95	1 - H2 Band Rack
KewlFit Mens Performance Enhancement Cooling Vest[3XL/4XL]	199.99	1 - KewlFit Vest
Rubberbanditz 12 inch Therapy/Rehabilitation Band Pairs - Power - 50 - 120 lbs. (23 - 54 kg) Resistance	21.99	"2 - Band - RBZ - 12"" #05 Power"
agility	0.0	1 - Band - RBZ - #09 Agility
12i medium 	0.0	"1 - Band - RBZ - 12"" #02 Medium"
12i heavy	0.0	"1 - Band - RBZ - 12"" #03 Heavy"
12i robust	0.0	"1 - Band - RBZ - 12"" #04 Robust"
12i strong	0.0	"1 - Band - RBZ - 12"" #06 Strong"
#3 - Black	0.0	1 - Band - FF - #03 Black
#4 - Purple	0.0	1 - Band - FF - #04 Purple
#5 - green	0.0	1 - Band - FF - #05 Green
ankle grip pair with carabiners	0.0	2 - Accessory - Carabiner, Metal Small, 2 - Accessory - Ankle Grip
door strap	0.0	1 - Accessory - Door Strap
back pad	0.0	1 - Back Support Pad
Standard Gym Kit	29.98	1 - Band - RBZ - #01 Light, 1 - Band - RBZ - #02 Medium, 1 - Band - RBZ - #03 Heavy, 1 - Accessory - Door Strap, 2 - Accessory - Hand Grip, 2 - Accessory - Carabiner, Metal Small, 1 - Accessory - DVD Sleeve, 1 - Accessory - DVD, 1 - Accessory - Travel Bag - Large, 1 - Accessory - Manual
Rubberbanditz Recovery Band Complete Set - Light-Strong Bands-5-650lbs	133.99	1 - Band - RBZ - #01 Light, 1 - Band - RBZ - #02 Medium, 1 - Band - RBZ - #03 Heavy, 1 - Band - RBZ - #04 Robust, 1 - Band - RBZ - #05 Power, 1 - Band - RBZ - #06 Strong
Ankle Grips	0.0	2 - Accessory - Ankle Grip, 2 - Accessory - Carabiner, Metal Small
Medium	0.0	1 - Band - RBZ - #02 Medium
Heavy	0.0	1 - Band - RBZ - #03 Heavy
Robust	0.0	1 - Band - RBZ - #04 Robust
Light	0.0	1 - Band - RBZ - #01 Light
Power	0.0	1 - Band - RBZ - #05 Power
Rubberbanditz Light Band	0.01	1 - Band - RBZ - #01 Light
Rubberbanditz Medium Band	0.01	1 - Band - RBZ - #02 Medium
Rubberbanditz Heavy Band	0.01	1 - Band - RBZ - #03 Heavy
Rubberbanditz Robust Band	25.5	1 - Band - RBZ - #04 Robust
Rubberbanditz Hand Grips	0.01	2 - Accessory - Hand Grip, 2 - Accessory - Carabiner, Metal Small
Rubberbanditz Therapy/Rehabilitation Band - Medium - 20 - 35 lbs. (9 - 16 kg)	13.95	1 - Band - RBZ - #02 Medium
Functional Fitness #1	0.0	1 - Band - FF - #01 Orange
Functional Fitness #2	0.0	1 - Band - FF - #02 Red
Functional Fitness #3	0.0	1 - Band - FF - #03 Black
Functional Fitness #4	0.0	1 - Band - FF - #04 Purple
Functional Fitness #5	0.0	1 - Band - FF - #05 Green
Hammerhead H2 Wall Anchor Core Configuration - Stud Wall	134.85	3 - H2 Wall Anchor
H2 Wall Anchor (Hardware Type: Concrete/Block Wall)	44.95	1 - H2 Wall Anchor
Hammerhead Resistance Band Rack for Rubberbanditz Fitness bands - Stud Wall	24.95	1 - H2 Band Rack
Rubberbanditzy Heavy Band	0.0	1 - Band - RBZ - #03 Heavy
Rubberbanditz Power Band	0.0	1 - Band - RBZ - #05 Power
Rubberbanditz Strong Band	0.0	1 - Band - RBZ - #06 Strong
KewlFit Performance Enhancement Cooling Vest - Womens M/L	199.99	1 - KewlFit Vest
Rubberbanditz Light Resistance Band	0.0	1 - Band - RBZ - #01 Light
Rubberbanditz Medium Resistance Band	0.0	1 - Band - RBZ - #02 Medium
Exercise DVDs	0.0	1 - Accessory - DVD
Rubberbanditz Strong Resistance Band	0.0	1 - Band - RBZ - #06 Strong
Basic Door Home Gym Pull Up Bar	0.0	1 - Pull up Bar - Small
Rubberbanditz 12 inch Therapy/Rehabilitation Band Pairs - Heavy - 30 - 50 lbs. (14 - 23 kg) Resistance	11.99	"2 - Band - RBZ - 12"" #03 Heavy"
robust band	0.0	1 - Band - RBZ - #04 Robust, 1 - Band - RBZ - #05 Power
power band	0.0	1 - Band - RBZ - #05 Power
Small carabiners	0.0	1 - Accessory - Carabiner, Metal Small
Ankle grips (single)	0.0	1 - Accessory - Ankle Grip
Medium bands	0.0	1 - Band - RBZ - #02 Medium
Heavy/Robust Combo	0.0	1 - Band - RBZ - #03 Heavy, 1 - Band - RBZ - #04 Robust
Light band	0.0	1 - Band - RBZ - #01 Light
Medium Band	0.0	1 - Band - RBZ - #02 Medium
Heavy Band	0.0	1 - Band - RBZ - #03 Heavy
Robust band	0.0	1 - Band - RBZ - #04 Robust
Power band	0.0	1 - Band - RBZ - #05 Power
Hand grips	0.0	2 - Accessory - Hand Grip, 2 - Accessory - Carabiner, Metal Small
Rubberbanditz 12 inch Therapy/Rehabilitation Band Pairs - Robust - 40 - 80 lbs. (18 - 36 kg) Resistance	14.99	"1 - Band - RBZ - 12"" #04 Robust"
Rubberbanditz Mobile Travel Gym Resistance Exercise Band Package Kit Set - Basic	44.95	1 - Band - RBZ - #01 Light, 1 - Band - RBZ - #02 Medium, 1 - Accessory - Door Strap, 2 - Accessory - Hand Grip, 2 - Accessory - Carabiner, Metal Small, 1 - Accessory - Travel Bag - Large, 1 - Accessory - Manual, 1 - Accessory - DVD Sleeve, 1 - Accessory - DVD
